x,y,Mean
95.75,28.75,1115.606684
96,28.75,1031.826683
96.25,28.75,948.0466825
96.5,28.75,894.5755704
94.25,29,895.7722363
94.5,29,988.035571
94.75,29,1080.298906
95,29,1068.583907
95.25,29,1056.868907
95.5,29,1025.283351
95.75,29,993.697794
96,29,917.4227933
96.25,29,841.1477925
96.5,29,806.90168
94.5,29.25,788.8644565
94.75,29.25,795.7911234
95,29.25,878.6722369
95.25,29.25,961.5533504
95.5,29.25,916.6711275
95.75,29.25,871.7889046
96,29.25,803.0189035
96.25,29.25,734.2489024
96.5,29.25,719.2277896
96,29.5,724.1233465
