x,y,M1970,M2014,Mean,,,
76.5,31.5,1016.733929,899.4721591,117.2617699,,,
77.5,31.5,1010.38,852.5363636,157.8436364,,,
78.5,31.5,854.0125,740.9670455,113.0454545,,,
79.5,31.5,580.6121429,519.8568182,60.75532472,,,
74.5,32.5,774.3417857,878.9181818,-104.5763961,,,
75.5,32.5,880.9446429,896.6085227,-15.66387983,,,
76.5,32.5,777.5382143,724.1784091,53.35980521,,,
77.5,32.5,544.4685714,505.5255682,38.94300322,,,
78.5,32.5,416.5714286,381.9335227,34.63790587,,,
79.5,32.5,328.1842857,299.85625,28.3280357,,,
73.5,33.5,937.3471429,1095.267614,-157.9204707,,,
74.5,33.5,852.4746429,929.9931818,-77.51853892,,,
75.5,33.5,718.0971429,741.6477273,-23.55058437,,,
76.5,33.5,469.0871429,487.2164773,-18.12933437,,,
77.5,33.5,336.9075,341.3278409,-4.420340909,,,
78.5,33.5,254.3189286,249.3630682,4.955860418,,,
79.5,33.5,208.7667857,200.1875,8.5792857,,,
73.5,34.5,878.9160714,987.2636364,-108.347565,,,
74.5,34.5,666.0607143,719.5465909,-53.48587661,,,
75.5,34.5,434.7364286,492.9960227,-58.25959413,,,
76.5,34.5,304.2110714,348.0676136,-43.85654224,,,
77.5,34.5,205.9675,226.3869318,-20.41943182,,,
78.5,34.5,148.3671429,157.1176136,-8.750470736,,,
79.5,34.5,126.2735714,128.3698864,-2.096314964,,,
73.5,35.5,514.4975,591.4897727,-76.99227273,,,
74.5,35.5,386.4582143,458.6590909,-72.20087661,,,
75.5,35.5,281.5125,351.2534091,-69.74090909,,,
76.5,35.5,199.1364286,251.8039773,-52.66754867,,,
77.5,35.5,148.5396429,180.5352273,-31.99558437,,,
78.5,35.5,120.3617857,137.8375,-17.4757143,,,
79.5,35.5,100.0782143,109.6244318,-9.546217518,,,
80.5,35.5,94.7825,96.81534091,-2.032840909,,,
72.5,36.5,471.7982143,518.9795455,-47.18133115,,,
73.5,36.5,359.4828571,409.9403409,-50.45748381,,,
74.5,36.5,263.3417857,293.69375,-30.3519643,,,
75.5,36.5,199.9707143,244.3482955,-44.37758115,,,
78.5,36.5,75.95857143,88.61931818,-12.66074675,,,
79.5,36.5,59.71142857,67.55852273,-7.847094157,,,
